Customer_ID,Region,Age_Band,Account_Type,Account_Tenure_Years
102086,North West,55-64,Current,6.0
102087,Yorkshire and Humber,55-64,Current,2.7
102088,Yorkshire and Humber,55-64,Student,4.1
102089,South East,25-34,Current,6.0
102090,London,45-54,Current,10.5
102091,Yorkshire and Humber,45-54,Savings,1.4
102092,East of England,25-34,Savings,17.1
102093,London,25-34,Current,17.6
102094,North West,45-54,Current,6.4
102095,East of England,65+,Current,15.5
102096,Yorkshire and Humber,45-54,Current,12.0
102097,East Midlands,18-24,Current,16.9
102098,London,65+,Current,5.6
102099,West Midlands,25-34,Savings,12.2
102100,North West,25-34,Current,1.5
102101,South East,65+,Current,0.3
102102,West Midlands,55-64,Savings,17.5
102103,South West,65+,Current,6.0
102104,North East,55-64,Current,9.0
102105,London,45-54,Current,4.7
102106,South East,35-44,Savings,17.5
102107,South East,35-44,Current,7.8
102108,Wales,65+,Current,3.7
102109,Yorkshire and Humber,65+,Current,12.2
102110,West Midlands,35-44,Savings,4.2
102111,London,35-44,Savings,5.3
102112,London,35-44,Premier,13.5
102113,West Midlands,35-44,Savings,19.2
102114,London,65+,Current,15.1
102115,East Midlands,18-24,Current,2.6
102116,East of England,35-44,Current,6.3
102117,North West,65+,Current,15.9
102118,East Midlands,45-54,Current,5.6
102119,West Midlands,35-44,Current,14.8
102120,North West,35-44,Savings,9.5
102121,North West,25-34,Savings,17.7
102122,East Midlands,25-34,Current,7.2
102123,North West,25-34,Current,18.7
102124,West Midlands,25-34,Current,8.2
102125,Yorkshire and Humber,25-34,Current,14.6
102126,Yorkshire and Humber,35-44,Current,4.0
102127,Yorkshire and Humber,18-24,Current,10.7
102128,North West,65+,Current,6.3
102129,East Midlands,25-34,Premier,0.4
102130,East Midlands,35-44,Current,8.8
102131,West Midlands,65+,Current,3.5
102132,South East,25-34,Current,19.2
102133,Wales,35-44,Current,16.2
102134,East of England,55-64,Current,14.8
102135,London,45-54,Premier,9.1
102136,London,25-34,Current,5.3
102137,North West,55-64,Current,6.6
102138,South East,45-54,Premier,4.2
102139,South East,35-44,Current,11.1
102140,South West,18-24,Current,16.2
102141,East of England,18-24,Savings,3.8
102142,London,55-64,Current,0.2
102143,South East,35-44,Premier,2.6
102144,South West,25-34,Current,9.3
102145,North West,45-54,Savings,0.5
102146,East of England,65+,Current,8.1
102147,West Midlands,18-24,Savings,2.3
102148,Wales,18-24,Student,2.2
102149,South East,35-44,Student,14.3
102150,West Midlands,45-54,Student,20.0
102151,South East,35-44,Savings,4.0
102152,East Midlands,65+,Current,4.7
102153,South East,18-24,Current,6.0
102154,South West,35-44,Current,15.7
102155,London,35-44,Current,10.2
102156,East of England,35-44,Current,11.5
102157,West Midlands,35-44,Savings,11.0
102158,North West,55-64,Savings,18.8
102159,Yorkshire and Humber,35-44,Premier,0.8
102160,East Midlands,55-64,Current,3.2
102161,London,25-34,Savings,7.7
102162,North West,45-54,Savings,9.8
102163,Yorkshire and Humber,35-44,Premier,2.4
102164,Yorkshire and Humber,45-54,Savings,17.9
102165,East of England,25-34,Current,13.6
102166,North West,65+,Current,18.7
102167,East of England,65+,Premier,18.8
102168,Yorkshire and Humber,55-64,Savings,10.3
102169,North West,65+,Savings,17.1
102170,London,25-34,Savings,14.8
102171,Yorkshire and Humber,45-54,Savings,7.3
102172,North West,35-44,Savings,13.2
102173,London,65+,Premier,19.1
102174,West Midlands,25-34,Premier,15.3
102175,Yorkshire and Humber,25-34,Current,14.2
102176,London,45-54,Current,4.5
102177,Yorkshire and Humber,25-34,Current,16.6
102178,South West,55-64,Current,7.9
102179,North West,25-34,Savings,12.5
102180,North East,45-54,Student,13.6
102181,South West,65+,Current,10.4
102182,North East,45-54,Current,3.4
102183,South West,25-34,Current,14.0
102184,West Midlands,18-24,Savings,5.0
102185,London,18-24,Savings,5.4
102186,West Midlands,25-34,Current,2.6
102187,South West,45-54,Current,12.4
102188,London,35-44,Current,2.4
102189,North West,25-34,Current,7.0
102190,East of England,25-34,Savings,17.8
102191,West Midlands,65+,Premier,9.1
102192,London,25-34,Current,17.9
102193,South East,35-44,Current,9.9
102194,East Midlands,35-44,Current,3.7
102195,London,18-24,Current,15.2
102196,South West,65+,Current,7.1
102197,East Midlands,25-34,Current,19.3
102198,London,45-54,Current,5.3
102199,North West,45-54,Savings,16.5
102200,South East,55-64,Current,9.9
102201,West Midlands,45-54,Savings,16.9
102202,North East,55-64,Current,3.7
102203,East of England,35-44,Current,12.7
102204,West Midlands,35-44,Current,2.4
102205,North West,55-64,Current,16.1
102206,London,45-54,Current,4.8
102207,South East,45-54,Savings,8.6
102208,London,25-34,Premier,13.2
102209,West Midlands,25-34,Current,9.6
102210,West Midlands,35-44,Current,15.6
102211,Wales,18-24,Current,13.8
102212,London,35-44,Savings,2.7
102213,East of England,18-24,Current,15.5
102214,London,45-54,Current,8.5
102215,East of England,55-64,Student,12.0
102216,East Midlands,45-54,Student,4.4
102217,West Midlands,55-64,Savings,8.5
102218,East of England,18-24,Current,16.4
102219,North East,18-24,Current,18.5
102220,North West,55-64,Current,18.8
102221,Yorkshire and Humber,55-64,Savings,14.0
102222,London,55-64,Savings,1.7
102223,Yorkshire and Humber,45-54,Current,8.9
102224,West Midlands,55-64,Student,3.9
102225,East of England,55-64,Current,14.0
102226,North West,55-64,Savings,3.3
102227,South East,55-64,Current,19.6
102228,East Midlands,25-34,Current,4.0
102229,East Midlands,18-24,Current,1.1
102230,South East,35-44,Savings,16.9
102231,Yorkshire and Humber,45-54,Current,4.1
102232,South East,55-64,Current,0.6
102233,West Midlands,35-44,Savings,11.0
102234,North East,35-44,Savings,19.4
102235,South East,55-64,Savings,5.4
102236,East of England,25-34,Savings,8.2
102237,West Midlands,55-64,Savings,4.8
102238,North West,25-34,Savings,11.2
102239,Yorkshire and Humber,35-44,Current,6.5
102240,London,35-44,Current,11.9
102241,North West,35-44,Current,9.6
102242,East Midlands,18-24,Current,18.6
102243,Yorkshire and Humber,25-34,Current,13.4
102244,North West,35-44,Current,13.7
102245,Yorkshire and Humber,35-44,Current,9.8
102246,West Midlands,55-64,Savings,6.1
102247,North West,18-24,Savings,6.3
102248,London,35-44,Current,10.1
102249,Yorkshire and Humber,18-24,Premier,3.9
102250,Yorkshire and Humber,65+,Current,2.7
102251,London,55-64,Current,7.5
102252,South East,65+,Current,2.7
102253,Yorkshire and Humber,65+,Current,4.7
102254,London,35-44,Current,10.7
102255,North East,55-64,Student,15.8
102256,London,35-44,Current,4.6
102257,East of England,65+,Current,15.9
102258,South West,35-44,Current,0.4
102259,East Midlands,35-44,Current,19.9
102260,Yorkshire and Humber,65+,Savings,10.4
102261,South East,55-64,Savings,9.6
102262,Wales,65+,Savings,13.0
102263,London,18-24,Current,9.6
102264,West Midlands,25-34,Current,8.2
102265,London,35-44,Current,7.5
102266,West Midlands,35-44,Savings,19.6
102267,South East,35-44,Current,17.2
102268,London,35-44,Current,10.1
102269,South East,55-64,Current,16.7
102270,East of England,25-34,Savings,3.1
102271,London,55-64,Current,10.6
102272,London,55-64,Premier,9.1
102273,South East,45-54,Current,6.6
102274,South West,35-44,Current,18.4
102275,East of England,25-34,Current,16.7
102276,East Midlands,25-34,Current,18.2
102277,London,55-64,Current,12.7
102278,North West,35-44,Savings,7.6
102279,East of England,18-24,Current,15.2
102280,London,65+,Current,2.3
102281,Yorkshire and Humber,45-54,Current,17.1
102282,West Midlands,55-64,Current,0.7
102283,Yorkshire and Humber,35-44,Premier,16.4
102284,South East,65+,Current,14.1
102285,West Midlands,25-34,Savings,1.9
102286,West Midlands,25-34,Current,3.0
102287,East of England,65+,Current,9.1
102288,South East,65+,Savings,6.1
102289,West Midlands,45-54,Current,17.4
102290,North West,25-34,Student,3.9
102291,Wales,35-44,Current,8.4
102292,South East,55-64,Current,5.3
102293,London,55-64,Premier,2.6
102294,North West,35-44,Current,5.3
102295,North West,18-24,Premier,17.2
102296,East Midlands,45-54,Premier,14.3
102297,South East,55-64,Current,18.3
102298,East Midlands,35-44,Current,8.2
102299,East Midlands,45-54,Savings,4.9
102300,South East,65+,Current,0.6
102301,North East,25-34,Savings,10.0
102302,South East,45-54,Current,0.9
102303,London,45-54,Current,0.2
102304,London,45-54,Current,12.1
102305,London,65+,Savings,3.4
102306,North West,45-54,Savings,11.2
102307,London,45-54,Current,11.5
102308,London,25-34,Current,14.5
102309,London,55-64,Current,7.7
102310,East of England,25-34,Current,14.1
102311,Wales,18-24,Current,7.4
102312,East Midlands,35-44,Current,2.0
102313,Yorkshire and Humber,45-54,Current,6.3
102314,West Midlands,65+,Current,0.3
102315,Yorkshire and Humber,55-64,Current,9.3
102316,North West,55-64,Savings,14.8
102317,West Midlands,35-44,Current,15.7
102318,South East,45-54,Premier,4.7
102319,London,65+,Current,2.2
102320,East of England,35-44,Current,3.8
102321,East Midlands,55-64,Student,19.7
102322,East Midlands,45-54,Current,6.3
102323,Yorkshire and Humber,25-34,Savings,8.6
102324,East Midlands,45-54,Current,1.6
102325,North West,25-34,Current,15.8
102326,Wales,18-24,Savings,9.0
102327,West Midlands,25-34,Current,1.8
102328,West Midlands,25-34,Current,9.5
102329,London,35-44,Current,14.3
102330,London,65+,Current,9.5
102331,London,35-44,Current,19.4
102332,Yorkshire and Humber,55-64,Savings,17.4
102333,South West,45-54,Current,10.3
102334,West Midlands,18-24,Premier,18.8
102335,Yorkshire and Humber,25-34,Current,16.2
102336,South East,65+,Current,7.4
102337,East of England,45-54,Current,15.5
102338,Yorkshire and Humber,65+,Savings,10.2
102339,London,35-44,Savings,10.8
102340,East Midlands,55-64,Current,10.5
102341,West Midlands,55-64,Current,16.1
102342,East Midlands,65+,Savings,18.4
102343,South East,18-24,Current,6.5
102344,North West,65+,Current,12.9
102345,South East,35-44,Savings,12.6
102346,East Midlands,55-64,Current,17.8
102347,East of England,45-54,Savings,9.0
102348,South West,45-54,Savings,3.9
102349,East Midlands,35-44,Current,4.1
102350,East Midlands,55-64,Current,1.1
102351,East Midlands,25-34,Current,2.1
102352,East of England,45-54,Savings,6.1
102353,North West,45-54,Current,2.1
102354,London,55-64,Current,17.4
102355,Yorkshire and Humber,35-44,Current,7.3
102356,South West,45-54,Current,7.4
102357,London,35-44,Current,15.2
102358,London,45-54,Current,6.1
102359,Wales,45-54,Current,14.3
102360,West Midlands,55-64,Current,16.5
102361,South West,55-64,Current,7.3
102362,East Midlands,45-54,Current,9.6
102363,London,25-34,Current,6.5
102364,East of England,45-54,Current,8.5
102365,South East,25-34,Current,11.7
102366,South East,25-34,Current,7.1
102367,North West,55-64,Premier,9.3
102368,Yorkshire and Humber,35-44,Current,10.0
102369,Yorkshire and Humber,45-54,Current,0.6
102370,London,65+,Current,3.4
102371,London,25-34,Savings,10.9
102372,North West,18-24,Current,0.2
102373,North West,25-34,Premier,14.1
102374,North West,25-34,Current,18.1
102375,Yorkshire and Humber,55-64,Current,15.1
102376,West Midlands,55-64,Current,6.4
102377,East of England,45-54,Savings,9.1
102378,London,25-34,Current,13.0
102379,West Midlands,45-54,Premier,13.6
102380,South East,18-24,Premier,19.6
102381,South West,45-54,Current,9.9
102382,North West,45-54,Current,5.1
102383,West Midlands,18-24,Current,7.3
102384,East Midlands,55-64,Current,18.5
102385,East Midlands,55-64,Current,12.7
102386,South East,35-44,Current,17.3
102387,Wales,45-54,Premier,14.5
102388,East Midlands,45-54,Current,19.3
102389,South East,25-34,Savings,10.1
102390,East Midlands,25-34,Savings,19.0
102391,London,45-54,Current,17.7
102392,South East,65+,Current,16.9
102393,Yorkshire and Humber,45-54,Current,18.8
102394,East Midlands,45-54,Premier,10.6
102395,London,45-54,Current,14.9
102396,Wales,35-44,Savings,11.2
102397,North West,18-24,Current,15.5
102398,West Midlands,35-44,Current,15.3
102399,West Midlands,65+,Premier,15.2
102400,London,55-64,Current,8.6
102401,London,65+,Savings,15.9
102402,South West,25-34,Current,17.5
102403,South East,45-54,Current,12.8
102404,East of England,45-54,Current,9.1
102405,South West,25-34,Current,17.1
102406,North West,25-34,Savings,15.6
102407,London,55-64,Current,9.4
102408,North West,45-54,Current,11.6
102409,North West,45-54,Current,13.7
102410,North East,25-34,Savings,13.8
102411,South East,45-54,Savings,6.3
102412,Wales,18-24,Savings,5.9
102413,Yorkshire and Humber,25-34,Premier,17.8
102414,London,45-54,Current,18.7
102415,London,35-44,Current,8.1
102416,West Midlands,65+,Current,18.3
102417,North West,35-44,Current,9.5
102418,London,25-34,Savings,3.4
102419,East Midlands,18-24,Savings,14.7
102420,North East,55-64,Current,1.0
102421,West Midlands,25-34,Premier,2.4
102422,West Midlands,25-34,Current,18.8
102423,South East,35-44,Savings,10.4
102424,West Midlands,25-34,Current,5.4
102425,East of England,45-54,Savings,9.7
102426,South East,35-44,Current,11.6
102427,East Midlands,25-34,Premier,12.8
102428,South East,55-64,Premier,7.0
102429,London,35-44,Current,7.8
102430,South East,45-54,Current,11.0
102431,South West,18-24,Savings,12.6
102432,South East,45-54,Current,18.4
102433,London,35-44,Current,7.9
102434,North West,45-54,Current,17.5
102435,South East,35-44,Student,19.9
102436,North East,65+,Current,6.8
102437,London,25-34,Current,0.6
102438,South East,65+,Premier,12.1
102439,London,65+,Current,18.1
102440,South East,35-44,Current,1.2
102441,Wales,35-44,Premier,4.0
102442,West Midlands,35-44,Current,13.6
102443,West Midlands,65+,Current,16.2
102444,London,45-54,Current,1.8
102445,London,45-54,Savings,7.3
102446,London,18-24,Current,4.9
102447,East Midlands,55-64,Current,19.3
102448,Yorkshire and Humber,25-34,Current,13.7
102449,London,18-24,Current,9.6
102450,London,35-44,Current,17.3
102451,South East,35-44,Current,10.8
102452,South East,65+,Premier,18.2
102453,London,55-64,Savings,4.9
102454,South West,25-34,Student,0.6
102455,London,35-44,Premier,8.6
102456,London,55-64,Premier,4.2
102457,London,45-54,Savings,16.7
102458,West Midlands,25-34,Current,10.7
102459,North West,35-44,Savings,5.8
102460,London,45-54,Current,15.5
102461,East of England,65+,Current,10.6
102462,South East,45-54,Current,10.1
102463,West Midlands,18-24,Current,3.7
102464,London,55-64,Current,19.9
102465,North West,25-34,Savings,13.2
102466,South East,65+,Current,17.1
102467,South West,35-44,Current,15.2
102468,London,25-34,Current,10.1
102469,London,35-44,Student,0.3
102470,Yorkshire and Humber,25-34,Current,13.4
102471,London,25-34,Current,2.1
102472,East of England,45-54,Savings,19.2
102473,South East,55-64,Student,5.1
102474,London,55-64,Current,7.4
102475,Yorkshire and Humber,35-44,Savings,11.1
102476,East Midlands,18-24,Current,10.1
102477,West Midlands,35-44,Premier,13.1
102478,West Midlands,35-44,Current,15.7
102479,Yorkshire and Humber,25-34,Savings,15.2
102480,North East,65+,Current,18.2
102481,London,65+,Savings,9.5
102482,North West,18-24,Current,10.7
102483,West Midlands,55-64,Current,17.5
102484,Yorkshire and Humber,45-54,Savings,5.7
102485,South West,25-34,Savings,5.0
102486,Yorkshire and Humber,45-54,Current,0.3
102487,South East,25-34,Student,14.8
102488,South West,18-24,Current,13.8
102489,West Midlands,65+,Current,5.6
102490,London,45-54,Current,2.7
102491,North East,25-34,Current,0.9
102492,Yorkshire and Humber,35-44,Student,9.8
102493,East Midlands,65+,Current,4.0
102494,East of England,35-44,Premier,15.9
102495,East of England,65+,Current,19.0
102496,London,65+,Savings,15.6
102497,London,35-44,Current,17.0
102498,North West,55-64,Savings,19.8
102499,South West,45-54,Premier,14.8
102500,London,55-64,Current,11.4
102501,East Midlands,35-44,Current,16.2
102502,South East,18-24,Savings,11.3
102503,North East,25-34,Savings,8.7
102504,South West,45-54,Current,0.7
102505,North West,55-64,Savings,12.9
102506,East Midlands,55-64,Savings,18.0
102507,North East,45-54,Savings,13.9
102508,North East,25-34,Current,8.1
102509,London,18-24,Current,12.4
102510,London,55-64,Premier,16.3
102511,London,45-54,Current,15.3
102512,Yorkshire and Humber,55-64,Current,9.9
102513,West Midlands,25-34,Premier,7.3
102514,West Midlands,35-44,Current,8.0
102515,North West,65+,Current,18.2
102516,South West,25-34,Savings,3.5
102517,West Midlands,18-24,Savings,17.3
102518,North West,45-54,Premier,4.0
102519,London,45-54,Savings,19.6
102520,North West,65+,Current,9.0
102521,West Midlands,65+,Current,14.7
102522,London,55-64,Current,14.6
102523,Yorkshire and Humber,18-24,Premier,15.5
102524,London,35-44,Current,15.8
102525,East of England,65+,Current,0.9
102526,West Midlands,35-44,Current,5.5
102527,East of England,65+,Current,4.7
102528,East of England,45-54,Current,14.0
102529,South West,25-34,Savings,13.7
102530,London,45-54,Current,6.0
102531,London,55-64,Premier,15.9
102532,London,18-24,Premier,6.3
102533,South East,35-44,Current,6.9
102534,East Midlands,55-64,Student,8.0
102535,North East,25-34,Current,14.9
102536,London,35-44,Current,0.3
102537,South West,45-54,Current,18.1
102538,Yorkshire and Humber,55-64,Savings,13.9
102539,East Midlands,45-54,Savings,11.8
